installation_s3ic_id,description,date,georisques_id,ocr_status,size
0065.01208,Arrêté préfectoral concernant BONNY SAS daté du 15/06/2012,2012-06-15,P/2/64738eb82cf04695bce0b315e4310cf2,SUCCESS,2407276.0
0065.01208,Prescriptions complémentaires protection de l'environnement,2007-01-10,P/a/bc9e5df6d5454ec3bbb4e57609217fba,SUCCESS,3066354.0
0065.01208,Poursuite exploitation usine de fabrication industrielle de charcuterie,2006-07-03,P/8/af0476c57216420fba5aafff63210018,SUCCESS,700892.0
0065.01208,Prescriptions complémentaire autorisation exploiter - étude d'impact et de dangers,2006-01-11,P/f/ee47e70500724ce09f340cff901cd42f,SUCCESS,165859.0
0065.01245,prescriptions complémentaires,2006-04-28,P/c/9aa6c80c55494255878061af15ab7fcc,SUCCESS,2455630.0
0065.01252,APcomplémentaire,2015-01-05,P/6/19039bd064034436955fb2248e691076,SUCCESS,235307.0
0065.01263,AP modif,1981-07-10,P/8/8acb34015bf65aa0015bf6a48fdd0058,SUCCESS,390545.0
0065.01263,AP autorisation,1979-08-07,P/7/8acb34015bf65aa0015bf698ee530037,SUCCESS,615282.0
0065.01280,AP autorisation,2014-02-04,P/a/8acb3401478b3a2601478bca48c7004a,SUCCESS,1786464.0
0065.01280,AP de sursis à statuer,2010-09-06,P/0/8824ca91db034a68b6ca2e23156dbb80,SUCCESS,83793.0
0065.01280,AP de sursis à statuer,2010-06-07,P/f/d1c73a96a849471e9b5ae710469f94bf,SUCCESS,87294.0
0065.01299,Arrêté préfectoral Autorisation et Extension,2019-09-11,P/4/8acb34fd6d4e9394016d4e984b390004,SUCCESS,54723802.0
0065.01299,77_CMJC_20171024_AP,2017-10-24,P/f/8acb34015f57d8a3015f57ffd8c4000f,SUCCESS,1171673.0
0065.01299,Renouvellement et extension,1998-11-27,P/9/aa77551f40e84fb6a258388eb96b6af9,SUCCESS,1424511.0
0065.01321,Arrêté préfectoral concernant YPREMA- Lagny daté du 21/01/2016,2016-01-21,P/6/8acb340153316ef5015331b5450c0066,SUCCESS,2156232.0
0065.01321,Arrêté préfectoral concernant YPREMA- Lagny daté du 03/04/2013,2013-04-03,P/5/8acb34013e599d2f013e5a577b890015,SUCCESS,2808419.0
0065.01333,Arrêté préfectoral concernant SOCIETE DES ENROBEES EST PARISIEN SEEP daté du 12/12/2014,2014-12-12,P/4/8acb34014a9a78db014a9a86308c0004,SUCCESS,286819.0
0065.01333,APC 08DAIDD IC 374 04/12/2008,2008-12-04,P/4/8acb340155c5839a0155c5893ce90004,SUCCESS,1648353.0
0065.01366,Nouveau document,2020-03-02,P/b/8acb34fd70cdeb950170ce1acdda002b,SUCCESS,319109.0
0065.01366,Arrêté préfectoral concernant CORNEC daté du 28/10/2014,2014-10-28,P/4/8acb34014965ac07014965b6567f0004,SUCCESS,475758.0
0065.01366,"APAUTO démontage et transit DEEE, extension récupération de déchets métalliques",2009-08-14,P/5/ac60a8f5c17945a980faea63d6cac505,SUCCESS,2150422.0
0065.01372,Poursuite et extension de la carrière,2001-12-04,P/f/0f119fbe4bf74323973885a479f942df,SUCCESS,1571352.0
0065.01384,Arrêté préfectoral concernant UNIVAR daté du 06/11/2013,2013-11-06,P/1/8acb34014274e7ab01427501a0980021,SUCCESS,201134.0
0065.01384,AP complémentaire (art 18 déc. 77),2009-02-27,P/4/8243a2a5f4c3407e8eed968be08abf24,SUCCESS,225808.0
0065.01393,AP complémentaire (Art. R. 512-31),2009-05-19,P/f/ab56951f57ee449892a15f2ed56558af,SUCCESS,1833347.0
0065.01394,AP complémentaire (art 18 déc. 77),2008-02-12,P/2/c58f65715d584c0a88975b22e3bd7fb2,SUCCESS,2483605.0
0065.01398,Nouveau document,2021-03-26,P/c/8acb34fd7891d31b017891fa352e000c,SUCCESS,1891384.0
0065.01398,APC - AP complémentaire (Art. R. 512-31),2009-10-02,P/8/5cc3105a998d4fba89bb234a91182828,SUCCESS,1744446.0
0065.01399,Nouveau document,2021-03-09,P/9/8acb34fd78206b0e017820b27a7e0009,SUCCESS,956989.0
0065.01399,APC modifiant les prescriptions relatives aux eaux d'extinction d'incendie,2008-10-23,P/1/13c158643ea64d67a8cf92129ca010e1,SUCCESS,142299.0
0065.01430,AP d'autorisation,2011-04-22,P/6/8575d79c559841f8b17f42f9849de946,SUCCESS,10840428.0
0065.01430,AP de sursis à statuer,2010-08-24,P/6/e0435d0549a24334b4b6023f7f4b7816,SUCCESS,97828.0
0065.01430,AP complémentaire (Art. R. 512-31),2010-07-27,P/0/5a9a30dcbab94a46ad82c95e1e2c5060,SUCCESS,13644206.0
0065.01430,AP prorogeant le délai d'instruction,2010-05-25,P/d/ca49b2f8fa1e46acbe49ac9121dad02d,SUCCESS,99153.0
0065.01430,Arrêté préfectoral abrogeant l'AP n° 09 DAIDDIC370 du 21/12/09,2010-02-10,P/6/d7fc7f87b77a4b14b81925b3da03c386,SUCCESS,95158.0
0065.01430,AP complémentaire (Art. R. 512-31),2009-12-21,P/4/0d51b029605f4e70a5fedf9ccca14994,SUCCESS,2767704.0
0065.01430,AP de mise à l'enquête publique,2009-12-18,P/0/b0dda4b6f5124f8fba90d076452cabb0,SUCCESS,128622.0
0065.01438,"APAUTO  entrepôt 233937 m3 bois, papier, cartons, plastiques + liqu inflammables",2007-11-30,P/0/09984b5084f34bf281180e0aae222e20,SUCCESS,2682735.0
0065.01447,Prescriptions modificatives relatives aux conditions particulières des rejets à l'atmosphère,2007-01-10,P/8/78fa55b6cae047ab8bf00df0b168c838,SUCCESS,314445.0
0065.01451,AP complémentaire (art 18 déc. 77),2008-08-14,P/c/ff9d37a226e94b38abb5706cfd9d8d9c,SUCCESS,315510.0
0065.01454,Nouveau document,2018-10-29,P/3/8acb358366c022060166c06907b50013,SUCCESS,4738957.0
0065.01454,APC progr etude technico-economique zones de risques + confinement canalisations,2007-07-02,P/6/00a06591a1ae401e96bd2961e275d1f6,SUCCESS,150216.0
0065.01468,APC actualisation des prescriptions,2008-01-07,P/7/4b72e880df09471fb6b5e72f4ec1b1a7,SUCCESS,2176628.0
0065.01473,Arrêté préfectoral concernant TBG (Lorrez) daté du 27/07/2012,2012-07-27,P/4/8acb34013cb3d068013cb3d966860004,SUCCESS,2227372.0
0065.01477,AP autorisation la poursuite de l'exploitation,2012-06-29,P/0/67461e20bfff403491810da4fb460ec0,SUCCESS,16696753.0
0065.01477,Poursuite et extension de la carrière,2002-06-20,P/e/53d284a501564913be4b24e0490f88ee,SUCCESS,1458043.0
0065.01493,Nouveau document,2020-04-17,P/3/8acb34fd71e8e7340171e93339db0053,SUCCESS,297713.0
0065.01493,Nouveau document,2016-05-04,P/0/8acb340154ecd48a0154ecf98a520020,SUCCESS,727274.0
0065.01493,Arrêté préfectoral concernant COURTAGE NEGOCE INTERNATIONAL (SIRAMA) daté du 18/11/2014,2014-11-18,P/d/8acb340149c71b0f0149c72105e6000d,SUCCESS,690002.0
0065.01493,Arrêté préfectoral concernant COURTAGE NEGOCE INTERNATIONAL (SIRAMA) daté du 12/12/2013,2013-12-12,P/c/8acb340142fbda9a0142fbe05269000c,SUCCESS,731176.0
0065.01493,AP complémentaire (Art. R. 512-31),2009-07-09,P/2/e7e219c3e2b84e90b52e00cac253a0e2,SUCCESS,444306.0
0065.01493,APC agrément pour activités de dépollution et démontage de VHU,2008-09-16,P/a/eaa58c99cbcd4335a7764b4a15ea676a,SUCCESS,411395.0
0065.01510,Renforcement sécurité opérations maintenance installations utilisant de l'ammoniac liquéfié,2006-11-07,P/1/b4b3348388584cb5ad268d17073886e1,SUCCESS,207692.0
0065.01518,Nouveau document,2020-12-15,P/c/8acb34fd766b137b01766b18e62c000c,SUCCESS,885781.0
0065.01518,AP d'autorisation,2011-06-29,P/f/6ac971c1abe44131b69e4825a2591c8f,SUCCESS,1664805.0
0065.01524,AP complémentaire (Art. R. 512-31),2011-06-28,P/4/643f3e4d3a164834a37eaaecf582d594,SUCCESS,688541.0
0065.01529,Nouveau document,2021-06-11,P/4/8acb34fd7a3cadf3017a3cb086350004,SUCCESS,1115817.0
0065.01529,APC,2014-07-01,P/1/8acb3401478757870147879d74500031,SUCCESS,682656.0
0065.01529,AP complémentaire (Art. R. 512-31),2011-02-04,P/a/aaca4e8e7c9d4d6b8c0c856945faf89a,SUCCESS,456414.0
0065.01529,AP complémentaire (Art. R. 512-31),2009-12-28,P/2/75a539b63f39465c9aefd7e79c748fe2,SUCCESS,4244408.0
0065.01529,AP complémentaire (Art. R. 512-31),2009-12-21,P/5/a96c36d7dfca45d0b2592b6a086401a5,SUCCESS,2935711.0
0065.01529,Prescriptions conditions et surveillance des rejets à l'atmosphère des chaudières,2006-12-29,P/1/aeb5c91ff8fe485aaaf5f73cd221ebb1,SUCCESS,278657.0
0065.01529,Prescriptions complémentaires ,2005-12-12,P/2/bab16f2fcc2a4a5e938ce715cbf44d12,SUCCESS,188432.0
0065.01529,Prescriptions complémentaires qui a pour but de réduire les émissions polluantes sur cette zone,2005-12-12,P/d/93e27b5571a042f5b5a43d316555b3ed,SUCCESS,199029.0
0065.01584,AP complémentaire (Art. R. 512-31),2010-06-04,P/b/070f260451e94226becaad90b9eb612b,SUCCESS,168526.0
0065.01584,AP complémentaire (Art. R. 512-31),2009-12-21,P/4/aae9d8205fb44c19a520fb7fbefdeab4,SUCCESS,3038239.0
0065.01602,Nouveau document,2019-06-19,P/e/8acb34fd6c65fca7016c660624e0002e,SUCCESS,213920.0
0065.01663,"Respect valeurs limites d'émission d'oxydes azote, soufre, poussières, monoxyde de carbone",2007-01-10,P/3/dd7e909561af4c7480eee48fef557753,SUCCESS,420788.0
0065.01695,Autre concernant COOPER  MELUN  daté du 15/06/2012,2012-06-15,P/6/ad48d65a20804e16b44a331a261a2606,SUCCESS,2441975.0
0065.01695,Arrêté préfectoral concernant COOPER  MELUN  daté du 18/05/2010,2010-05-18,P/2/4da81d1cfc43460194fa52ad4ccd1e62,SUCCESS,3485595.0
0065.01695,APAUTO -AP d'autorisation,2010-05-18,P/c/2a6cb60f21b54932be661aebb283e98c,SUCCESS,2952420.0
0065.01695,AP de sursis à statuer,2010-01-29,P/b/b7391025435e4e109a7bc686fabb786b,SUCCESS,98222.0
0065.01730,Arrêté préfectoral concernant SED ENTREPOTS ED.DUBOIS & FILS daté du 11/02/2016,2016-02-11,P/9/8acb340152ea5dae0152ea647f950009,SUCCESS,207627.0
0065.01736,APAUTO extension centrale frigo-électrique ajout combustion de 95 MW + TAR,2007-12-21,P/9/423a290991a54d8baa4b7c342f9f4ec9,SUCCESS,2877195.0
0065.01747,"Arrêté préfectoral concernant UNIVAR (ex QUARRECHIM, ex GAZECHIM SPC) daté du 27/05/2013",2013-05-27,P/6/8acb34013ef99a9c013efadeb6ff0046,SUCCESS,1232131.0
0065.01791,AP complémentaire (art 18 déc. 77),2009-02-25,P/1/4ad7cba5fd7c483b913e61513f249ff1,SUCCESS,1705752.0
0065.01793,AP autorisation,1991-09-19,P/9/8acb3401550ac9da01550b173adf0039,SUCCESS,748438.0
0065.01807,Arrêté préfectoral concernant TECHNOS RESINES SERVICES daté du 06/01/2015,2015-01-06,P/5/8acb34014ace2fa9014ace3b3ca60005,SUCCESS,3537157.0
0065.01807,Arrêté préfectoral concernant TECHNOS daté du 27/08/2012,2012-08-27,P/2/70d549a709a74833b65e9838d5202362,SUCCESS,3872599.0
0065.01812,AP complémentaire (Art. R. 512-31),2009-12-22,P/3/8c7a721a08c74c75a7c62fe3fdb80233,SUCCESS,3306231.0
0065.01812,APC - AP Complémentaire,2007-05-24,P/3/faf9669235114e80a98eda6497cd3c53,SUCCESS,396640.0
0065.01812,APC progr,2007-05-24,P/b/4a95349218fa40d6b2de4d59bc39d3eb,SUCCESS,396640.0
0065.01812,Arrêté d'autorisation 95DAE2IC211 SIAS France à Mitry-Mory substances végétales,1995-08-17,P/b/ba96d69cdcdf4180be913201497fe5eb,SUCCESS,8372144.0
0065.01820,Autre concernant MPRO METROPOLITAINE des PRODUITS ROUTIER daté du 29/03/2013,2013-03-29,P/7/8acb34013de8e7a9013de96b3f3c0007,SUCCESS,457321.0
0065.01820,Prescriptions complémentaires exploitation centrale enrobage fixe et à chaud au bitume de matériaux ,2006-12-07,P/2/5254781621ba489684eedc9718893e92,SUCCESS,2351801.0
0065.01826,Nouveau document,2021-01-12,P/7/8acb34fd772a48de01772a84eccf0027,SUCCESS,2357988.0
0065.01826,Nouveau document,2017-11-29,P/5/8acb3401604ae20501604af4ad330005,SUCCESS,329805.0
0065.01831,Nouveau document,2018-04-16,P/8/8acb340162cdd33f0162cdd608d70008,SUCCESS,452411.0
0065.01831,Arrêté préfectoral concernant BASF PolyurÃ©thanes (ex ELASTOGRAN FRANCE daté du 27/06/2014,2014-06-27,P/5/8acb3401470143360147014a63ff0005,SUCCESS,364840.0
0065.01831,Arrêté préfectoral concernant BASF PolyurÃ©thanes (ex ELASTOGRAN FRANCE daté du 11/01/2012,2012-01-11,P/3/9bb6a18731ae4894a16b5a826bbe1533,SUCCESS,1736925.0
0065.01831,Report pour la remise de la révision de son étude de dangers,2006-07-19,P/d/d03619c03ce143e280e7d0b37c21b10d,SUCCESS,229607.0
0065.01834,Arrêté préfectoral concernant DARTY - entrepot daté du 16/05/2013,2013-05-16,P/3/8acb34013ef59754013ef5d99d620013,SUCCESS,327598.0
0065.01834,Arrêté préfectoral concernant DARTY - entrepot daté du 11/06/2012,2012-06-11,P/3/ce99793a09e34848a995dc38c301dda3,SUCCESS,3269137.0
0065.01839,Nouveau document,2017-09-08,P/8/8acb34015e752020015e7524ad0b0008,SUCCESS,660267.0
0065.01839,AP complémentaire (Art. R. 512-31),2010-03-25,P/9/156b041794de4ce68414e563829c01a9,SUCCESS,3567396.0
0065.01839,APC entrepôt de 45 000 t dans 615 400 m3 + transit DEEE,2008-09-30,P/b/1e192cb13192468b811e186075f68beb,SUCCESS,2453051.0
0065.01842,Nouveau document,2018-05-07,P/a/8acb3401638c235701638c5926af000a,SUCCESS,470671.0
0065.01864,Nouveau document,2017-10-04,P/0/8acb34fd6b7421b4016b742b23130010,SUCCESS,2728510.0
0065.01867,Nouveau document,2020-02-12,P/e/8acb34fd72a8a2180172a902a2be002e,SUCCESS,3746367.0
0065.01867,AP stockage de liquides inflammables,2007-01-30,P/9/fa6fc424f46347599978adf2c3096679,SUCCESS,2708461.0
0065.01872,AP Déconsignation,2015-08-07,P/5/8acb340150a334e60150a374451c0005,SUCCESS,248705.0
0065.01872,arrêté préfectoral de consignation de somme,2014-03-27,P/5/8acb34014504392e0145043fe7180005,SUCCESS,134804.0
0065.01872,APC - AP complémentaire (Art. R. 512-31),2010-07-27,P/d/5df014241fee4d0e824676899ce6addd,SUCCESS,2054031.0
0065.01903,Nouveau document,2016-12-09,P/e/8acb340159f9cd120159fa4af986006e,SUCCESS,1331700.0
0065.01903,AP complémentaire (Art. R. 512-31),2010-12-15,P/a/27763789bde24bb49be5c4dcb724a40a,SUCCESS,807909.0
0065.01904,Nouveau document,2018-06-21,P/8/8acb340164371b920164372056140008,SUCCESS,482719.0
0065.01904,Nouveau document,2018-06-19,P/4/8acb340164371b920164371fbe480004,SUCCESS,661908.0
0065.01904,Arrêté préfectoral concernant REVIVAL (ex SMB) daté du 21/10/2015,2015-10-21,P/8/8acb3401508f6fcc01508f8dcdb20018,SUCCESS,678425.0
0065.01904,Arrêté préfectoral concernant REVIVAL (ex SMB) daté du 20/10/2014,2014-10-20,P/4/8acb340149325dbf014932abba720024,SUCCESS,407719.0
0065.01904,Arrêté préfectoral concernant REVIVAL (ex SMB) daté du 15/10/2013,2013-10-15,P/3/8acb340141c52b830141c5994e6f0023,SUCCESS,1106046.0
0065.01904,Arrêté préfectoral concernant REVIVAL (ex SMB) daté du 18/06/2012,2012-06-18,P/1/36b0f6a4ec3c46cfae1bf74cbc1cb301,SUCCESS,3665171.0
0065.01904,Arrêté préfectoral concernant REVIVAL (ex SMB) daté du 18/06/2012,2012-06-18,P/c/53ed0ebe1aff44bf908fa31f0811834c,SUCCESS,1702764.0
0065.01904,Stockage et broyage de véhicules hors d'usage,2006-06-22,P/5/a27fe578e8354acc85bc61dc2c742d85,SUCCESS,2194422.0
0065.01905,APC tours aéroréfrigérantes + etude technico économique arrêt annuel impossible,2007-12-11,P/7/6b08e16994814771906f66e26a88bfc7,SUCCESS,189624.0
0065.01916,AP complémentaire (Art. R. 512-31),2010-12-15,P/3/b37d8c7dd5ad4208ab63e300a6e9dc33,SUCCESS,717056.0
0065.01916,APC suite AM 30/06/2006,2009-07-08,P/9/554ced4e68f34f79b16634ab2aca25d9,SUCCESS,2046347.0
0065.01916,APC Recherche substances dangereuses,2006-12-28,P/5/22dff50f87224c85bbef867bf4e26465,SUCCESS,262086.0
0065.01929,Arrêté préfectoral concernant SILEC CABLE (ex SAGEM COMMUNICATION)  daté du 20/10/2014,2014-10-20,P/5/8acb34014941d8410149424697790015,SUCCESS,420456.0
0065.01929,AP complémentaire (Art. R. 512-31),2010-03-05,P/8/dc355907b0de4a5888ba3eeb3f2bdfb8,SUCCESS,3453000.0
0065.01929,AP complémentaire RSDE,2009-12-18,P/c/b0ffecbc02674068b3f70694d263748c,SUCCESS,3253486.0
0065.01936,Nouveau document,2019-02-21,P/6/8acb34fd692500d70169250f76610006,SUCCESS,448328.0
0065.01936,Nouveau document,2019-02-21,P/f/8acb34fd692500d701692518c86d000f,SUCCESS,272632.0
0065.01936,Nouveau document,2016-11-28,P/8/8acb340158b02a540158b07842070018,SUCCESS,4427910.0
0065.01936,Arrêté préfectoral concernant SAM MONTEREAU daté du 20/10/2014,2014-10-20,P/a/8acb340149325dbf014932a379c5001a,SUCCESS,421286.0
0065.01936,AP d'autorisation modificatif,2010-09-15,P/a/d8814b3c622f4ff0889d1e702355ddaa,SUCCESS,279517.0
0065.01936,AP d'autorisation,2010-08-25,P/1/2b381da4773e4e41ae187262972ae201,SUCCESS,3303191.0
0065.01936,AP complémentaire RSDE,2009-12-23,P/4/ec1bff6542ef41beb77bfa6714f87c44,SUCCESS,3065869.0
0065.01936,AP complémentaire (art 18 déc. 77),2008-07-22,P/7/7424b256a0cf44118b138191a68f70d7,SUCCESS,557303.0
0065.01936,APC légio traitement préventif,2007-07-04,P/3/1978cc1af04549d79bee064f960dfc63,SUCCESS,158633.0
0065.01936,Programme investissement visant à modifier et améliorer système traitement effluents atmosphériques,2005-08-02,P/4/4c65b5156dc747d3bab473826f8caeb4,SUCCESS,1080023.0
0065.01948,Arrêté préfectoral concernant ERIVA (ex DALKIA)  daté du 17/06/2013,2013-06-17,P/b/8acb34013f51e339013f52229ed7002b,SUCCESS,258346.0
0065.01948,AP d'autorisation,2011-03-03,P/9/173c19867cb44a5796bc96add172b969,SUCCESS,1745763.0
0065.01948,AP de sursis à statuer,2010-09-15,P/d/03ea020d07da4986a6150c4a1c59f10d,SUCCESS,88903.0
0065.01948,AP de mise à l'enquête publique,2010-03-30,P/3/bce20f41e25c475bb10ef49aafb94523,SUCCESS,141982.0
0065.01956,Nouveau document,2020-02-06,P/b/8acb34fd703485da017034911e67000b,SUCCESS,4474182.0
0065.01956,Arrêté Préfectoral,2015-09-23,P/e/8acb3401508018880150802e5c9b000e,SUCCESS,3626121.0
0065.01956,Epandage,2013-10-18,P/1/8acb3401426b2eb801426b83fb640031,SUCCESS,1959343.0
0065.01956,APC - AP complémentaire (Art. R. 512-31),2009-12-28,P/6/2cd445f3892440f4afe76a80d4f8be76,SUCCESS,1111117.0
0065.01956,AP complémentaire (Art. R. 512-31),2009-12-23,P/6/bd42a3f0179c4dc1881daeafc3b7cd16,SUCCESS,3072369.0
0065.01957,Arrêté préfectoral de prescriptions,2019-12-20,P/7/8acb34fd6f8a74d0016f8ad978fa0077,SUCCESS,466290.0
0065.01957,Prescirptions complémentaires exploitation installations,2006-06-28,P/8/1d9c67b4073747829387663d0cdc33c8,SUCCESS,1981353.0
0065.01966,Nouveau document,2020-12-02,P/7/8acb34fd7628265b0176288ec3f00007,SUCCESS,1654679.0
0065.01966,Arrêté préfectoral concernant SOMOVAL (UTOM de Monthyon) (SMITOM) daté du 27/06/2014,2014-06-27,P/7/8acb340147018b5d0147019d80590027,SUCCESS,566541.0
0065.01966,APC imposant étude technico-économique mise en conformité à l'AM 22/04/2008,2008-10-23,P/8/a2197d34ebf846ffaff2e14d013afa78,SUCCESS,120475.0
0065.01973,Nouveau document,2019-09-12,P/3/8acb34fd6d3e7170016d3e8558df0013,SUCCESS,392255.0
0065.01973,Nouveau document,2018-04-10,P/b/8acb340162b9af120162b9ba0628000b,SUCCESS,434473.0
0065.01973,Arrêté préfectoral concernant REP (DÃ©charge de Monthyon) daté du 28/11/2014,2014-11-28,P/1/8acb34014a2e1274014a2e62f14b0081,SUCCESS,251475.0
0065.01973,AP d'autorisation,2008-03-10,P/3/a5d10d3adc79443d82590e010863f9a3,SUCCESS,6937672.0
0065.01978,AP complémentaire RSDE,2009-12-23,P/c/16ddd234e0f14c338fa14f810c2a744c,SUCCESS,3012223.0
0065.01999,Arrêté préfectoral concernant REVETECH daté du 05/02/2015,2015-02-05,P/d/8acb34014b6d8327014b6dd68c48000d,SUCCESS,365210.0
0065.01999,AP complémentaire RSDE,2009-12-23,P/e/b9bebd243aba4464b34cef77c52963be,SUCCESS,3059220.0
0065.01999,AP complémentaire (Art. R. 512-31),2009-10-20,P/7/a99ee52957654f728c1e7a6430f187b7,SUCCESS,2148097.0
0065.02005,APC pour poursuite de l'exploitation,2007-04-11,P/4/a494d8d1e3e145f6b44749937e56b0a4,SUCCESS,3040866.0
0065.02032,Arrêté préfectoral concernant CoopÃ©rative VIVESCIA (ex NOURICIA ) daté du 02/01/2012,2012-01-02,P/c/8acb34013a069b2d013a07eb76a0000c,SUCCESS,562877.0
0065.02032,AP complémentaire (Art. R. 512-31),2009-12-15,P/4/0b8c2d50954e4ac3b4b3881c50ad4284,SUCCESS,1060731.0
0065.02032,AP complémentaire (art 18 déc. 77),2008-02-20,P/7/d0a02adce1194769810ba42855acba87,SUCCESS,232026.0
0065.02033,Arrêté préfectoral concernant SOUFFLET AGRICULTURE (Mouy 49) daté du 13/07/2012,2012-07-13,P/a/8acb34013a9d147e013a9d3338a2001a,SUCCESS,1243864.0
0065.02033,AP complémentaire (art 18 déc. 77),2008-02-20,P/1/1e22dad1138b47f4bd405d79aa532061,SUCCESS,235372.0
0065.02033,APURG,2007-07-14,P/d/b0e591a0e5f748d7809cffbd84d1395d,SUCCESS,235762.0
0065.02033,APURG,2007-07-13,P/3/ba97a769698241f19fcd76faad894e13,SUCCESS,178140.0
0065.02048,AP complémentaire (Art. R. 512-31),2009-10-21,P/5/bbda06e3f8174affa53bac78ca714f35,SUCCESS,252369.0
0065.02055,AP complémentaire RSDE,2009-12-16,P/e/5d0eecc11c7f47d2a4dfc6a41a30403e,SUCCESS,11045937.0
0065.02055,AP complémentaire (art 18 déc. 77),2008-02-29,P/5/db7fb61b6f20470db19b530e0dd96515,SUCCESS,1451953.0
0065.02055,AP complémentaire (art 18 déc. 77),2007-10-15,P/5/a0ff38c274a9451e95bf1b877cc1f115,SUCCESS,850397.0
0065.02055,Nouveau document,2005-03-25,P/a/8acb34fd73ed817d0173eda9ff7f001a,SUCCESS,10583531.0
0065.02062,Nouveau document,2021-06-15,P/0/8acb34fd7a1f18ce017a1f2a59ca0020,SUCCESS,545548.0
0065.02062,Nouveau document,2020-06-29,P/5/8acb34fd730f993b01730fc01faa0035,SUCCESS,223953.0
0065.02062,Nouveau document,2019-07-25,P/c/8acb34fd6c4d678d016c4d9de048000c,SUCCESS,254337.0
0065.02062,APC risques poussières suite tierce expertise,2009-07-06,P/6/d395698829094f70aca80a722c561156,SUCCESS,343889.0
0065.02062,AP complémentaire (art 18 déc. 77),2008-02-20,P/6/02fa819661c94cd189274b28653c8626,SUCCESS,275326.0
0065.02130,APC,2010-01-06,P/4/e1493072b256468c885f3508924c3a44,SUCCESS,1189360.0
0065.02130,AP complémentaire (art 18 déc. 77),2008-02-20,P/5/a6fdd5e6e3db47cda515489d03b407a5,SUCCESS,260203.0
0065.02131,AP d'autorisation,2010-07-02,P/5/953c3f3081c3491da74ac4ae02e573d5,SUCCESS,1799619.0
0065.02131,APSURS,2010-04-15,P/c/e3d6ec21761345ce94a62ddb565cc65c,SUCCESS,81858.0
0065.02131,AP complémentaire (art 18 déc. 77),2007-10-26,P/7/f71e48d407034c25a5dfe8e971f4b857,SUCCESS,279158.0
0065.02131,Autorisation d'exploiter,1998-07-07,P/e/e21c5e532898400b80c89e6b426ed3ee,SUCCESS,1458775.0
0065.02168,Arrêté préfectoral concernant OFFREDY  (BEAUDELET) daté du 25/03/2015,2015-03-25,P/9/8acb34014c5aadf0014c5ad498610009,SUCCESS,380288.0
0065.02168,APAUTO - AP d'autorisation,2010-04-28,P/f/10b4ac5ea3524cd29dbda15c732df51f,SUCCESS,2335310.0
0065.02168,APSURS - AP de sursis à statuer,2010-02-25,P/9/525eed25cf404e37a981bcf0977ab279,SUCCESS,86990.0
