s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
0065.04373,1435,2,D,Stations-service,2013-12-26,,2013-12-26,En fonctionnement,1435,3,D,160.000,m3
0577.00247,2111,1,E,Elevages de plus de 30 000 volailles,1986-08-29,,1986-08-29,En fonctionnement,2111,2,E,38000.000,u
0065.10405,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-09-21,2003-11-06,2017-09-21,En fonctionnement,2925,#,D,102.600,kW
0074.06275,255,3,unknown,LIQUIDES INFLAMMABLE 2EME CAT (DEPOT),1973-04-17,,1973-04-17,En fonctionnement,255,3,unknown,40000.000,L
0074.04033,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1980-10-23,2009-10-15,1980-10-23,En fonctionnement,1434,1-b,D,0.000,m3/h
0065.07402,1434,,NC,Installations de remplissage ou de distribution de liquides inflammables,2004-06-10,2004-06-10,,En fonctionnement,1434,#,NC,0.000,
0065.01321,1435,2,D,Stations-service,2013-04-03,,,En fonctionnement,1435,3,D,300.000,m3
0065.00280,2510,1,A,Carrières (exploitation de),2002-03-07,2002-03-07,2002-03-07,En fonctionnement,2510,1,A,47000.000,t/an
0074.04287,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),1814-11-23,2006-12-01,,En fonctionnement,2517,2,D,0.000,m3
0065.18937,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2010-05-03,,2010-05-03,En fonctionnement,2517,3,D,0.000,m2
0065.06353,2565,2-a,E,Traitement de surface,2019-11-18,,2019-11-18,En fonctionnement,2565,2-a,E,6600.000,l
0065.12207,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2007-09-19,2007-09-19,2007-09-19,En fonctionnement,2517,2,D,25000.000,m3
0065.12042,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2015-12-21,2006-12-13,2015-12-21,En fonctionnement,2925,#,D,300.000,kW
0065.13109,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-03-06,2009-03-30,2009-03-30,En fonctionnement,2925,#,D,400.000,kW
0065.03162,2910,A-2,D,Combustion,2017-02-14,,,En fonctionnement,2910,A-2,D,8.000,MW
0065.21911,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2018-08-14,,2018-08-14,En fonctionnement,2925,#,D,500.000,kW
0065.07085,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2011-07-26,2001-06-26,,En fonctionnement,2925,#,D,15.000,kW
0065.06353,4110,1,NC,Toxicité aiguë catégorie 1,2019-11-18,,2019-11-18,En fonctionnement,4110,1,NC,30.000,kg
0065.06353,4140,,NC,Toxicité aiguë catégorie 3 / orale,2019-11-18,,2019-11-18,En fonctionnement,4140,,NC,53.000,kg
0065.01524,47xx,,NC,,,2011-06-28,2017-01-05,En fonctionnement,47xx,,NC,,
0065.13048,2910,B-1,E,Combustion,2018-03-26,2009-01-08,2018-03-26,En fonctionnement,2910,B-1,E,9.000,MW
0065.06353,4150,,NC,Toxicité spécifique pour certains organes cibles,2019-11-18,,2019-11-18,En fonctionnement,4150,,NC,0.462,t
0065.06353,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2019-11-18,,2019-11-18,En fonctionnement,4331,,NC,0.037,t
0065.06353,4441,,NC,"Liquides comburants catégorie 1, 2 ou 3.",2019-11-18,,2019-11-18,En fonctionnement,4441,,NC,0.075,t
0065.02556,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",1814-11-23,2014-03-27,,En fonctionnement,2515,1-a,A,1185.000,kW
0065.06873,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2001-02-12,2001-02-12,,En fonctionnement,2220,1,A,30.700,t/j
0065.03255,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-02-02,2017-02-02,2017-02-02,En fonctionnement,4130,2-b,D,5.000,t
0065.06146,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-11-08,,,En fonctionnement,2515,1-c,D,66.000,kW
0074.05873,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1814-11-23,,,En fonctionnement,2718,1,A,24.000,t
0065.13231,2790,,A,Traitement de déchets dangereux,2017-05-12,,,En fonctionnement,2790,1,A,1.000,
0065.06947,2781,1-c,D,Installations de méthanisation de déchets non dangereux,2017-03-28,2018-02-16,2017-03-28,En fonctionnement,2781,1-c,D,3.000,t/j
0065.09484,2910,A-2,D,Combustion,2017-11-27,2004-01-08,2011-08-20,En fonctionnement,2910,A-2,D,2.500,MW
0065.17025,2910,A-2,D,Combustion,2016-11-25,,2016-11-25,En fonctionnement,2910,A-2,D,14.670,MW
0065.14700,4320,2,D,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,2017-08-02,2013-09-03,2017-08-02,En fonctionnement,4320,2,D,49.000,t
0065.14700,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2017-08-02,2013-09-01,2017-08-02,En fonctionnement,4321,,NC,49.000,t
0065.14700,4140,1-b,D,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4140,1-b,D,2.500,t
0065.14700,4120,2-b,D,Toxicité aiguë catégorie 2,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4120,2-b,D,2.500,t
0065.14700,4130,1-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4130,1-b,D,2.500,t
0065.14700,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4130,2-b,D,2.500,t
0065.14700,4140,2-b,D,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4140,2-b,D,2.500,t
0065.14700,1436,2,D,Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de),2017-08-02,2012-07-09,2017-08-02,En fonctionnement,1436,2,D,100.000,t
0065.14700,4110,,NC,Toxicité aiguë catégorie 1,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4110,,NC,40.000,kg
0065.14700,4440,,NC,"Solides comburants catégorie 1, 2 ou 3.",2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4440,,NC,1.500,t
0065.14700,4510,,NC,Dangereux pour l’environnement aquatique 1,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4510,,NC,12.000,t
0065.07383,2230,Nota,NC,"Lait (réception, stockage, traitement, transformation,etc) ou produits issus du lait",2016-05-20,,2016-05-20,En fonctionnement,2230,NOTA,NC,0.000,L/j
0065.14700,4511,,NC,Dangereux pour l’environnement aquatique 2,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,4511,,NC,50.000,t
0065.03572,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1814-11-23,2000-03-21,,En fonctionnement,2560,2,D,0.000,kW
0065.05745,2565,2-a,E,Traitement de surface,1976-03-15,1976-03-15,,En fonctionnement,2565,2-a,A,7000.000,L
0074.03236,2221,1,E,Supérieure à 4t/j,2016-06-15,,2016-06-15,En fonctionnement,2221,B-1,E,15.000,t/j
0065.06240,3110,,A,Combustion,2014-07-24,2014-07-24,2014-07-24,En fonctionnement,3110,,A,548.700,MW
0065.06240,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2014-07-24,2014-07-24,2014-07-24,En fonctionnement,1630,,NC,19.500,t
0065.05872,1435,,NC,Stations service,1814-11-23,1814-11-23,1997-12-31,En fonctionnement,1435,#,NC,35.000,m3
0065.07049,2713,1,E,Métaux et déchets de métaux (transit),2013-06-03,1998-11-10,2013-06-03,En fonctionnement,2713,1,A,1024.000,m2
0065.13760,1435,1,E,Stations-service,1814-11-23,2011-05-17,2020-02-26,En fonctionnement,1435,2,E,5992.000,m3
0065.06519,2910,A-1,E,Combustion,1814-11-23,1974-01-08,,En fonctionnement,2910,A-1,A,26.100,MW
0065.13231,2711,1,E,"Transit, regroupement, tri, ...équipements électriques mis au rebut",2017-05-12,2011-10-20,,En fonctionnement,2711,1,A,2000.000,m3
0074.05873,2711,1,E,"Transit, regroupement, tri, ...équipements électriques mis au rebut",1814-11-23,2007-10-12,2007-10-12,En fonctionnement,2711,1,A,1200.000,m3
0074.03912,2710,1-b,D,collecte de déchets dangereux-DC,2016-04-15,2016-04-15,2016-04-15,En fonctionnement,2710,1-b,D,2.000,t
0065.05940,2795,,NC,"Lavage de fûts, conteneurs et citernes de transport de matières alimentaires, de matières dangereuses ou de déchets dangereux",2017-12-14,2011-08-26,1999-12-14,En fonctionnement,2795,#,NC,0.000,
0065.19105,2760,3,E,Installation de stockage de déchets inertes,2018-03-20,2018-03-20,,En fonctionnement,2760,3,E,1066440.000,
0065.06774,4511,,NC,Dangereux pour l’environnement aquatique 2,2020-09-04,2020-09-04,,En fonctionnement,4511,,NC,1.000,t
0065.06774,2910,,NC,Installation de combustion,2020-09-04,2020-09-04,,En fonctionnement,2910,,NC,1.160,MW
0065.13231,2710,2-a,E,collecte de déchets non dangereux-E,2017-05-12,,,En fonctionnement,2710,2-a,A,1500.000,m3
0065.15780,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-05-10,,2013-11-25,En fonctionnement,2925,#,D,300.000,kW
0065.06873,2710,,NC,Collecte de déchets apportés par le producteur initial,2001-02-12,2001-02-12,,En fonctionnement,2710,#,NC,0.000,
0065.05345,47xx,,NC,,,1814-11-23,2004-05-28,En fonctionnement,47xx,,NC,,
0065.05345,3520,a,A,pour les déchets non dangereux,2019-12-24,,2014-12-31,En fonctionnement,3520,a,A,24.000,T/H
0065.11103,2910,A-1,E,Combustion,2005-10-10,2005-10-10,,En fonctionnement,2910,A-1,A,29.235,MW
0074.05269,1434,,NC,Installations de remplissage ou de distribution de liquides inflammables,2019-04-09,2007-05-25,2019-04-09,En fonctionnement,1434,#,NC,0.960,m3/h
0074.05269,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2019-04-09,2007-05-25,2019-04-09,En fonctionnement,2515,1,A,650.000,kW
0065.01399,2910,A-2,D,Combustion,2019-09-11,2019-06-25,2019-09-11,En fonctionnement,2910,A-2,D,1.880,MW
0074.05269,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2019-04-09,1814-11-23,2019-04-09,En fonctionnement,2517,2,D,25564.000,m3
0065.18814,2910,A,NC,Combustion,2016-02-09,2016-02-09,2016-02-09,En fonctionnement,2910,A,NC,2.000,MW
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,50000.000,t/an
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,0.000,
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,100.000,m3
0065.03371,47xx,,NC,,,2008-02-25,2016-06-03,En fonctionnement,47xx,,NC,,
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,100000.000,t/an
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,80.000,
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,35.000,MW
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,120000.000,
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,167,c,A,0.000,t/an
0577.00194,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2012-05-11,,2012-05-11,En fonctionnement,2111,1,A,126000.000,
0577.00166,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2007-11-21,,,En fonctionnement,2111,1,A,108000.000,u éq.
0065.03966,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2015-12-30,1984-02-03,2015-12-30,En fonctionnement,2515,1-b,E,343.000,kW
0065.06780,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-01-22,,,En fonctionnement,2925,#,D,420.000,kW
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,322,B-1,A,0.000,
0065.03322,2791,1,A,Déchets non dangereux (traitement),2009-01-20,2009-01-20,2012-02-02,En fonctionnement,2515,2,D,110.000,kW
0065.11040,2791,1,A,Déchets non dangereux (traitement),2014-11-17,2008-12-19,2014-11-17,En fonctionnement,2791,1,A,20.000,t/j
0074.03912,2791,1,A,Déchets non dangereux (traitement),2016-04-15,,2016-04-15,En fonctionnement,2791,1,A,202.000,t/j
0065.05940,3550,,A,stockage temporaire de déchets,2017-12-14,2017-12-14,,En fonctionnement,3550,,A,110.000,t
0065.13231,2791,1,A,Déchets non dangereux (traitement),2017-05-12,2011-10-20,,En fonctionnement,2791,1,A,450.000,t/j
0065.20975,1185,2-a,D,Quantité susceptible d'être présente,2017-07-27,2017-07-27,2017-07-27,En fonctionnement,4802,2-a,D,2.100,kg
0065.13213,1185,2-a,D,Quantité susceptible d'être présente,2014-08-20,,2014-08-20,En fonctionnement,1185,2-a,D,300.000,kg
0065.03177,2910,,NC,Installation de combustion,1814-11-23,2009-02-24,2009-02-24,En fonctionnement,2910,#,NC,1.420,MW
0065.03177,2910,,NC,Installation de combustion,1814-11-23,2009-02-24,2009-02-24,En fonctionnement,2910,#,NC,1.810,MW
0065.14380,1185,2-a,D,Quantité susceptible d'être présente,2017-11-07,2017-11-07,2017-11-07,En fonctionnement,4802,2-a,D,300.000,kg
0065.20140,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2016-02-09,2019-04-08,2016-02-09,En fonctionnement,2714,1,A,3450.000,m3
0065.05483,2718,2,D,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2016-03-10,,,En fonctionnement,2718,2,D,0.600,t
0065.02645,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),2018-07-03,2016-08-02,2018-07-03,En fonctionnement,1414,3,D,1.000,
0065.03371,2718,2,D,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2016-06-03,2014-08-18,2016-06-03,En fonctionnement,2718,2,D,0.995,t
0065.03717,2510,1,A,Carrières (exploitation de),2011-12-13,1999-06-03,2012-01-19,En fonctionnement,2510,1,A,220000.000,t/an
0065.14700,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,2925,#,D,200.000,kW
0074.03633,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1814-11-23,2002-07-16,,En fonctionnement,2718,1,A,30.000,t
0065.11864,2910,A-2,D,Combustion,2019-02-12,2017-01-19,2019-02-15,En fonctionnement,2910,A-2,D,2.982,MW
0065.01167,47xx,,NC,,,2009-06-04,2017-06-09,En fonctionnement,47xx,,NC,,
0065.11829,47xx,,NC,,,2017-06-14,,En fonctionnement,47xx,,NC,,
0065.06240,47xx,,NC,,,2014-07-24,2014-07-24,En fonctionnement,47xx,,NC,,
0065.07383,2560,,NC,Travail mécanique des métaux et alliages,2016-05-20,2004-01-20,2016-05-20,En fonctionnement,2560,#,NC,0.000,
0074.10041,2910,A-2,D,Combustion,2016-09-15,1814-11-23,2016-09-15,En fonctionnement,2910,A-2,D,2.010,MW
0074.05059,2910,A-2,D,Combustion,2010-06-29,1814-11-23,,En fonctionnement,2910,A-2,D,8.625,MW
0074.08034,2221,1,E,Supérieure à 4t/j,1995-11-22,1995-11-22,1995-11-22,En fonctionnement,2221,1,E,20.000,t/j
0065.13109,4511,,NC,Dangereux pour l’environnement aquatique 2,2019-03-06,2019-03-06,,En fonctionnement,4511,,NC,100.000,t
0065.20140,2713,2,D,Métaux et déchets de métaux (transit),2016-02-09,2019-04-08,2016-02-09,En fonctionnement,2713,2,D,150.000,m2
0065.13521,2710,1-b,D,collecte de déchets dangereux-DC,2013-04-08,2013-04-05,2013-04-08,En fonctionnement,2710,1-b,D,3.100,t
0065.03371,2710,2-b,D,collecte de déchets non dangereux-DC,2016-06-03,2014-08-18,2016-06-03,En fonctionnement,2710,2-c,D,299.000,m3
0065.20174,2710,2-a,E,collecte de déchets non dangereux-E,2016-10-28,,2016-10-28,En fonctionnement,2710,2-b,E,300.000,m3
0065.11829,2910,A,NC,Combustion,2017-06-14,2017-06-14,,En fonctionnement,2910,A,NC,0.594,MW
0065.06240,2910,,NC,Installation de combustion,2014-07-24,2016-06-30,2014-07-24,En fonctionnement,2910,,NC,177.600,MW
0074.03912,2930,,NC,Ateliers de réparation et d'entretien de véhicules à moteurs,2016-04-15,2016-04-15,2016-04-15,En fonctionnement,2930,#,NC,835.000,m2
0065.06768,1185,,NC,Gaz à effet de serre fluorés ou substances qui appauvrissent la couche d'ozone,2018-07-20,2018-07-20,2018-07-20,En fonctionnement,4802,,NC,49.000,kg
0074.06738,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2008-09-02,2008-09-02,2008-09-02,En fonctionnement,2712,#,A,275.000,m2
0065.20140,2791,1,A,Déchets non dangereux (traitement),2016-02-09,2019-04-08,2016-02-09,En fonctionnement,2791,1,A,221.000,t/j
0074.03896,2791,1,A,Déchets non dangereux (traitement),1814-11-23,,,En fonctionnement,2791,1,A,20.000,t/j
0065.11289,1185,2-a,D,Quantité susceptible d'être présente,2015-09-03,2010-05-20,2015-09-03,En fonctionnement,4802,2-a,D,402.300,kg
0074.03236,47xx,,NC,,,1814-11-23,2016-06-15,En fonctionnement,47xx,,NC,,
0065.03241,1185,2-a,D,Quantité susceptible d'être présente,2016-03-30,2014-07-16,2016-03-30,En fonctionnement,4802,2-a,D,330.000,kg
0065.07383,2910,A-2,D,Combustion,2016-05-20,,2016-05-20,En fonctionnement,2910,A-2,D,2.730,MW
0065.00595,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1998-06-30,1998-06-30,1998-06-30,En fonctionnement,2925,#,D,105.000,kW
0065.14700,2910,,NC,Installation de combustion,2017-08-02,2012-07-09,2017-08-02,En fonctionnement,2910,,NC,1.500,MW
0074.03295,2930,1-b,D,Ateliers de réparation et entretien de véhicules à moteur,1814-11-23,1814-11-23,,En fonctionnement,2930,1-b,D,0.000,m2
0065.06866,1185,2,NC,,2014-06-24,2014-06-24,2014-06-24,En fonctionnement,1185,2,NC,1400.000,kg
0065.03273,2771,,A,Traitement thermique de déchets non dangereux,2004-10-25,2004-10-25,1995-06-08,En fonctionnement,2771,#,A,12000.000,t/an
0065.03273,2791,1,A,Déchets non dangereux (traitement),2004-10-25,2004-10-25,1995-06-08,En fonctionnement,2791,1,A,210.000,t/j
0074.03900,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),1814-11-23,1814-11-23,,En fonctionnement,1414,3,D,0.000,
0074.06275,2930,2,NC,Ateliers de réparation et entretien de véhicules à moteur,2010-10-28,,2010-10-28,En fonctionnement,2930,2,NC,8.000,kg/j
0065.07792,2910,A-2,D,Combustion,2019-02-12,2001-06-12,2019-02-12,En fonctionnement,2910,A-2,D,2.400,MW
0065.10715,2791,1,A,Déchets non dangereux (traitement),2016-01-05,,2011-12-14,En fonctionnement,2791,1,A,31.000,t/j
0065.07792,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2019-02-12,2001-06-12,2019-02-12,En fonctionnement,2925,#,D,150.000,kW
0065.04597,2510,1,A,Carrières (exploitation de),2005-06-21,,,En fonctionnement,2510,1,A,650000.000,
0065.00230,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2015-03-19,2015-03-19,2015-03-19,En fonctionnement,2940,2-a,A,500.000,kg/j
0065.03370,47xx,,NC,,,,2018-04-12,En fonctionnement,47xx,,NC,,
0065.03370,47xx,,NC,,,,2018-04-12,En fonctionnement,47xx,,NC,,
0065.03370,4110,3-a,A,Toxicité aiguë catégorie 1,2018-04-12,,2018-04-12,En fonctionnement,4110,3-a,A,380.000,kg
0065.03803,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2019-04-10,1994-03-07,2019-04-10,En fonctionnement,2915,2,D,6000.000,L
0065.17025,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2016-11-25,,2016-11-25,En fonctionnement,2915,2,D,3000.000,L
0065.06444,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1814-11-23,1814-11-23,,En fonctionnement,2560,2,D,220.000,kW
0065.09971,2710,1-b,D,collecte de déchets dangereux-DC,1814-11-23,1814-11-23,,En fonctionnement,2710,2,D,0.000,m2
0065.01518,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1814-11-23,2011-06-29,,En fonctionnement,2940,2-a,A,780.000,kg/j
0065.03177,2566,1-a,A,Supérieure à 2000 l,1814-11-23,2009-02-24,2009-02-24,En fonctionnement,2566,#,A,8.000,fours
0065.05872,2517,,NC,Station de transit de produits minéraux autres,1814-11-23,1814-11-23,1997-12-31,En fonctionnement,2517,#,NC,5000.000,m3
0065.06220,2575,,D,Emploi de matières abrasives,1814-11-23,1814-11-23,,En fonctionnement,2575,#,D,0.000,kW
0065.04240,2260,1,A,"BROYAGE, CONCASSAGE, CRIBLAGE, ETC DES SUBSTANCES VEGETALES",1996-06-18,1996-06-18,2014-03-04,En fonctionnement,2260,1,A,1400.000,kW
0065.05872,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",1814-11-23,1814-11-23,1997-12-31,En fonctionnement,2714,1,A,13500.000,m3
0074.05059,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2010-06-29,1814-11-23,,En fonctionnement,2220,1,A,350.000,t/j
0074.03891,2713,2,D,Métaux et déchets de métaux (transit),1814-11-23,1814-11-23,,En fonctionnement,2713,2,D,0.000,m2
0065.02287,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1995-09-19,1995-09-19,1995-09-19,En fonctionnement,2925,#,D,18.000,kW
0065.06481,2790,,A,Traitement de déchets dangereux,2010-04-13,,,En fonctionnement,2790,1b,A,2.100,
0065.05947,2940,1-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2010-08-10,1982-05-03,,En fonctionnement,2940,1-a,A,2360.000,L
