,Unnamed: 0,s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
1849,9023,0059.00332,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1988-02-12,1988-02-12,1988-02-12,En fonctionnement,1434,1-b,D,1.200,m3/h
1855,9030,0059.00332,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",1988-02-12,1814-11-23,1988-02-12,En fonctionnement,1530,2,D,8800.000,m3
1856,9033,0059.00332,1531,#,D,"Stockages, par voie humide (immersion ou aspersion), de bois non traité chimiquement",1988-02-12,1998-02-12,1988-02-12,En fonctionnement,1531,#,D,0.000,m3
1859,9048,0059.02367,2915,1-b,D,Chauffage (procédé de) fluide caloporteur organique combustible,1990-03-29,1990-03-29,1990-03-29,En fonctionnement,2915,1-b,D,5000.000,L
1860,9051,0059.02367,1432,2,NC,Liquides inflammables (stockage),1990-03-29,,1990-03-29,En fonctionnement,1432,2,NC,4.000,
1861,9053,0059.02367,2920,2,NC,Réfrigération ou compression (installation de) pression >10E5 Pa,1990-03-29,1990-03-29,1990-03-29,En fonctionnement,2920,2,NC,15.000,
1870,9105,0059.02367,2910,A-2,D,Combustion,1990-03-29,1990-03-29,1990-03-29,En fonctionnement,2910,A-2,D,16.600,MW
1881,9156,0054.26285,2980,1,A,Eoliennes de + de 50 m,2013-03-12,,2013-03-12,En fonctionnement,2980,1,A,10.250,MW
1899,9209,0054.01309,3230,b,A,opérations de forgeage,1814-11-23,1976-03-09,,En fonctionnement,281,1,A,0.000,u
1902,9213,0055.20613,3532,,A,Valorisation de déchets non dangereux,2017-03-23,,,En fonctionnement,3532,,A,103.000,t/j
1908,9228,0055.20613,2170,1,A,Engrais et supports de culture (fabrication) à partir de matières organiques,2017-03-23,2007-04-27,2007-04-27,En fonctionnement,2170,1,A,69.000,t/j
1909,9229,0055.03568,4001,,A,Installations présentant un grand nombre de substances,2016-12-01,,2016-12-01,En fonctionnement,4001,,A,1.000,
1917,9258,0055.03568,4110,1,NC,Toxicité aiguë catégorie 1,2016-12-01,,2016-12-01,En fonctionnement,4110,1,NC,199.000,kg
1922,9277,0529.03210,2111,2,D,Elevages de volailles plus de 5000 animaux-équivalents,2014-07-28,,,En fonctionnement,2111,2,D,18620.000,animaux-équivalents
1935,9306,0055.04143,47xx,,NC,,,2002-07-19,2018-11-20,En fonctionnement,47xx,,NC,,
1952,9368,0055.03568,1450,2,D,Solides inflammables,2016-12-01,,2016-12-01,En fonctionnement,1450,2-b,D,999.000,kg
1960,9401,0055.03568,4140,1,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2016-12-01,,2016-12-01,En fonctionnement,4140,1,NC,4.990,t
1962,9411,0055.00228,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1814-11-23,1974-06-13,,En fonctionnement,1434,1-b,D,6.000,m3/h
1963,9415,0055.03568,4310,2,D,Gaz inflammables catégorie 1 et 2,2016-12-01,,2016-12-01,En fonctionnement,4310,2,D,3.700,t
1969,9435,0251.00022,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1992-12-29,2006-06-29,1992-12-29,En fonctionnement,2560,2,D,156.000,kW
1977,9458,0059.00233,2260,1,A,"BROYAGE, CONCASSAGE, CRIBLAGE, ETC DES SUBSTANCES VEGETALES",1990-07-05,1990-07-05,,En fonctionnement,2260,1,A,1077.000,kW
1978,9462,0055.08400,2713,1,E,Métaux et déchets de métaux (transit),2019-02-12,2004-01-08,2012-12-27,En fonctionnement,2713,1,E,2500.000,m2
1979,9463,0055.08400,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2019-02-12,2004-01-08,2012-12-27,En fonctionnement,2712,1,E,500.000,m2
1981,9478,0055.03568,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2016-12-01,,2016-12-01,En fonctionnement,4321,,NC,3.700,t
1992,9523,0054.02713,2710,2-b,D,collecte de déchets non dangereux-DC,2013-03-15,,2013-03-15,En fonctionnement,2710,2-c,D,299.000,m3
2014,9581,0529.04354,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2014-07-28,2005-10-10,2014-07-28,En fonctionnement,2921,b,D,2110.000,kW
2020,9591,0054.01318,1185,2-a,D,Quantité susceptible d'être présente,2017-06-06,,,En fonctionnement,4802,2-a,D,650.000,kg
2021,9595,0055.03568,4440,,NC,"Solides comburants catégorie 1, 2 ou 3.",2016-12-01,,2016-12-01,En fonctionnement,4440,,NC,1.990,t
2023,9607,0059.06453,2910,B-2,A,Combustion,2016-08-04,,,En fonctionnement,2910,B-2,NC,850.000,
2026,9626,0556.00088,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2017-12-28,,2017-12-28,En fonctionnement,3660,b,A,3768.000,u
2027,9637,0055.03568,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-12-01,,2016-12-01,En fonctionnement,4511,,NC,99.000,t
2031,9651,0055.03784,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,2007-12-26,,2007-12-26,En fonctionnement,2920,2-b,D,362.500,kW
2033,9660,0054.01318,2663,2-b,D,Stockage de pneumatiques,2017-06-06,2003-09-05,2003-09-05,En fonctionnement,2663,2-c,D,1500.000,m3
2034,9664,0055.03450,2410,1,A,Travail du bois ou matériaux combustibles analogues,1998-03-11,1998-03-11,1998-03-11,En fonctionnement,2410,1,A,334.000,kW
2035,9665,0055.03450,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",1998-03-11,1990-02-14,1998-03-11,En fonctionnement,1530,2,D,2500.000,m3
2037,9669,0055.01399,47xx,,NC,,,2009-10-08,,En fonctionnement,47xx,,NC,,
2039,9675,0055.01399,2564,,NC,"Nettoyage, dégraissage, décapage de surfaces utilisant des liquides organohalogénés ou des solvants organiques",2015-01-30,2009-10-08,,En fonctionnement,2564,,NC,60.000,L
2040,9676,0055.01399,47xx,,NC,,,2009-10-08,,En fonctionnement,47xx,,NC,,
2041,9677,0055.01399,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,2015-01-30,2009-10-08,,En fonctionnement,1434,1-b,D,2.400,m3/h
2048,9702,0055.00417,47xx,,NC,,,1992-01-14,2016-05-30,En fonctionnement,47xx,,NC,,
2053,9712,0054.26258,2760,3,E,Installation de stockage de déchets inertes,2009-03-09,2006-04-25,2009-03-09,En fonctionnement,2760,3,E,150000.000,
2108,9835,0054.00508,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2015-01-13,2015-01-13,2015-01-13,En fonctionnement,2517,1,A,86000.000,m2
2109,9836,0054.00508,1432,2,NC,Liquides inflammables (stockage),2015-01-13,2015-01-13,2015-01-13,En fonctionnement,1432,2,NC,6.000,
2110,9839,0054.00508,2930,1,NC,Ateliers de réparation et entretien de véhicules à moteur,2015-01-13,2015-01-13,2015-01-13,En fonctionnement,2930,1,NC,300.000,
2132,9887,0055.03568,1510,2-b,E,Entrepot enregistré,2016-12-01,1999-11-24,2016-12-01,En fonctionnement,1510,2,E,70000.000,m3
2135,9895,0251.00022,2931,1,A,Ateliers d’essais sur banc de moteurs de puissance > à 150 kW,1992-12-29,1992-12-29,1992-12-29,En fonctionnement,2931,#,A,1750.000,kW
2145,9924,0055.03784,2160,,NC,"Silos et stockage de céréales, grains…",2007-12-26,1994-05-17,2007-12-26,En fonctionnement,2160,#,NC,3358.000,m3
2152,9943,0251.00022,2930,,NC,Ateliers de réparation et d'entretien de véhicules à moteurs,1992-12-29,1992-12-29,1992-12-29,En fonctionnement,2930,#,NC,700.000,m2
2161,9966,0054.01309,1175,2,D,Organohalogénés (emploi de liquides),1814-11-23,1976-03-09,,En fonctionnement,251,2,D,1499.000,L
2164,9976,0054.02380,2560,1,E,Supérieure à 1 000 kW,2015-11-17,1985-03-02,,En fonctionnement,2560,B-1,E,3310.000,kW
2172,10051,0054.01309,1432,2-b,D,Liquides inflammables (stockage),1814-11-23,1976-03-09,,En fonctionnement,254,A-1-c,unknown,3999.000,L
2183,10127,0055.20307,2760,3,E,Installation de stockage de déchets inertes,2015-12-07,2007-10-10,2015-12-07,En fonctionnement,2760,3,E,405000.000,
2201,10191,0054.01309,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),1814-11-23,1996-09-11,,En fonctionnement,1414,3,D,0.000,
2205,10214,0059.04888,2710,1-b,D,collecte de déchets dangereux-DC,2001-09-17,,2001-09-17,En fonctionnement,2710,1-b,D,5.000,t
2206,10216,0059.04888,2710,2-a,E,collecte de déchets non dangereux-E,2001-09-17,,2001-09-17,En fonctionnement,2710,2-a,A,800.000,m3
2216,10254,0059.01188,2910,A-2,D,Combustion,2014-09-16,2014-03-20,,En fonctionnement,2910,A-2,D,3.120,MW
2239,10365,0529.00745,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2011-09-22,,,En fonctionnement,2101,2-c,D,140.000,u
2243,10375,0055.20325,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2016-02-09,,,En fonctionnement,2718,1,A,0.000,t
2248,10422,0059.00233,1111,#,NC,Très toxiques (emploi ou stockage),1990-07-05,1990-07-05,,En fonctionnement,1111,#,NC,200.000,kg
2249,10423,0059.00233,1111,#,NC,Très toxiques (emploi ou stockage),1990-07-05,1990-07-05,,En fonctionnement,1111,#,NC,10.000,kg
2250,10424,0059.00233,1111,#,NC,Très toxiques (emploi ou stockage),1990-07-05,1990-07-05,,En fonctionnement,1111,#,NC,50.000,kg
2251,10425,0059.00233,47xx,,NC,,,1990-07-05,,En fonctionnement,47xx,,NC,,
2252,10426,0059.00233,47xx,,NC,,,1990-07-05,,En fonctionnement,47xx,,NC,,
2253,10436,0059.01188,4441,,NC,"Liquides comburants catégorie 1, 2 ou 3.",2014-09-16,2014-03-20,,En fonctionnement,4441,,NC,10.000,m3
2278,10539,0570.00938,2230,2,D,"Supérieure à 7 000 l/j, mais inférieure ou égale à 70 000 l/j ",2009-11-20,,,En fonctionnement,2230,2,D,12300.000,L/j
2279,10544,0570.00938,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,2009-11-20,,,En fonctionnement,2920,2-b,D,158.000,kW
2280,10545,0570.00938,2221,1,E,Supérieure à 4t/j,2009-11-20,,2009-11-20,En fonctionnement,2221,B-1,E,4.600,t/j
2296,10615,0059.01115,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2008-08-27,2008-08-27,2008-08-27,En fonctionnement,2921,b,D,812.000,kW
2297,10618,0055.00309,2780,2-a,A,Installations de traitement aérobie de déchets non dangereux,2010-05-05,2010-05-05,,En fonctionnement,2780,2-a,A,130.000,t/j
2305,10676,0535.01963,2221,1,E,Supérieure à 4t/j,2015-02-24,,,En fonctionnement,2221,B-1,E,40.000,t/j
2307,10682,0055.00309,2713,2,D,Métaux et déchets de métaux (transit),2010-05-05,2010-05-05,,En fonctionnement,2713,2,D,200.000,m2
2312,10695,0055.01218,4441,2,D,"Liquides comburants catégorie 1,2 ou 3",2016-04-14,,2016-04-14,En fonctionnement,4441,2,D,47.000,t
2322,10713,0055.08383,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2016-06-28,2005-05-17,2016-06-28,En fonctionnement,2712,1,E,9000.000,m2
2349,10822,0055.00408,2524,,D,"Taillage, sciage et polissage de minéraux naturels ou artificiels",1814-11-23,1976-05-10,,En fonctionnement,296,#,unknown,0.000,
2356,10849,0055.01533,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2015-06-08,2006-12-21,2015-06-08,En fonctionnement,4510,2,D,95.000,t
2357,10852,0529.00448,2780,1-c,D,Installations de traitement aérobie de déchets non dangereux,2019-04-16,2019-04-16,,En fonctionnement,2780,1-c,D,3.700,t/j
2358,10856,0055.01533,4511,2,D,Dangereux pour l'environnement aquatique de catégorie chronique 2,2015-06-08,2006-11-02,2015-06-08,En fonctionnement,4511,2,D,190.000,t
2360,10866,0522.16240,2101,2-b,E,"Bovins (élevage, vente, transit,  etc)",2016-12-05,,,En fonctionnement,2101,2-b,E,174.000,u
2376,10974,0522.05198,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2016-03-07,,,En fonctionnement,2102,1,A,5018.000,u éq.
2395,11052,0529.01375,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2018-07-11,2018-07-11,,En fonctionnement,2102,2-a,E,684.000,u éq.
2406,11065,0529.03995,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2625.000,u éq.
2409,11068,0529.03210,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-07-28,,,En fonctionnement,2102,1,E,968.000,animaux-équivalents
2413,11075,0556.02220,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1524.000,u éq.
2416,11078,0556.02897,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1300.000,u éq.
2419,11096,0522.03307,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2021-02-18,,2021-02-18,En fonctionnement,2102,1,E,1368.000,animaux-équivalents
2438,11141,0522.00409,3660,a,A,avec plus de 40 000 emplacements pour les volailles,1998-10-01,,,En fonctionnement,2111,1,A,99491.000,u éq.
2453,11159,0055.20569,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2019-06-05,,,En fonctionnement,2111,1,A,72000.000,u
2462,11185,0522.04018,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2021-02-24,,,En fonctionnement,3660,b,A,3922.000,u
2464,11187,0522.04018,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2021-02-24,,,En fonctionnement,2102,1,E,2898.000,animaux-équivalents
2465,11188,0522.04018,2780,1-c,D,Installations de traitement aérobie de déchets non dangereux,2021-02-24,,,En fonctionnement,2780,1-c,D,3.600,t/j
2466,11189,0055.01533,2910,A-2,D,Combustion,2015-06-08,2006-12-21,2015-06-08,En fonctionnement,2910,A-2,D,19.735,MW
2470,11199,0055.01704,2350,a,A,Supérieure à 5t/j,2000-07-06,,2000-07-06,En fonctionnement,2350,#,A,0.000,
2472,11235,0055.00363,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2014-06-16,1993-08-11,,En fonctionnement,2260,1,A,850.000,t/j
2501,11414,0055.21045,2111,1,E,Elevages de plus de 30 000 volailles,2000-06-20,,,En fonctionnement,2111,1,A,28500.000,u éq.
2502,11415,0556.02031,2111,1,E,Elevages de plus de 30 000 volailles,2001-01-29,2016-12-06,2001-01-29,En fonctionnement,2111,2,E,30001.000,u
2505,11419,0522.15881,2111,1,E,Elevages de plus de 30 000 volailles,2016-10-03,,2016-10-03,En fonctionnement,2111,2,E,39440.000,u
2511,11459,0522.05396,2111,1,E,Elevages de plus de 30 000 volailles,2004-06-21,,,En fonctionnement,2111,1,A,30000.000,u éq.
2513,11470,0055.03568,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2016-12-01,,2016-12-01,En fonctionnement,2925,#,D,0.000,kW
2517,11475,0055.03784,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2007-12-26,2005-03-22,2007-12-26,En fonctionnement,2925,#,D,30.000,kW
2546,11616,0055.00309,2780,3-a,A,Installations de traitement aérobie de déchets non dangereux,2010-05-05,2010-05-05,,En fonctionnement,2780,3,A,30.000,t/j
2579,11835,0055.02730,1435,2,D,Stations-service,2013-01-18,2013-01-18,2013-01-18,En fonctionnement,1435,2,D,50.000,m3
2590,11874,0535.00928,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2015-03-27,,2015-03-27,En fonctionnement,2101,2-d,D,87.000,u
2596,11897,0055.16212,2710,2-a,E,collecte de déchets non dangereux-E,2013-03-07,1990-05-02,2013-03-07,En fonctionnement,2710,2-a,A,1500.000,m3
2601,11908,0522.00085,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1771.000,u éq.
2613,11971,0522.05477,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,856.000,u éq.
2618,11982,0522.05611,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,721.000,u éq.
2621,11993,0055.11983,2710,1-b,D,collecte de déchets dangereux-DC,2013-03-05,,2013-03-05,En fonctionnement,2710,1-b,D,6.900,t
2635,12041,0055.12504,2791,1,A,Déchets non dangereux (traitement),2007-08-10,2007-08-10,2007-08-10,En fonctionnement,2260,2,D,393.000,kW
2637,12052,0529.02059,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1822.000,u éq.
2643,12060,0556.03454,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2019-09-16,,2019-09-16,En fonctionnement,2101,2-c,D,102.000,u
2673,12174,0529.03139,3660,c,A,avec plus de 750 emplacements pour les truies,2013-10-21,,2013-10-21,En fonctionnement,3660,c,A,898.000,u
2719,12362,0522.01390,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,887.000,u éq.
2735,12385,0556.01339,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,998.000,u éq.
2807,12692,0100.03936,47xx,,NC,,,2016-08-30,2016-09-26,En fonctionnement,47xx,,NC,,
2814,12718,0055.12504,2170,1,A,Engrais et supports de culture (fabrication) à partir de matières organiques,2007-08-10,2007-08-10,,En fonctionnement,2170,1,A,16.000,t/j
2841,12876,0535.02304,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,1994-08-16,,1994-08-16,En fonctionnement,2102,2-a,E,2224.000,u éq.
2843,12884,0100.00641,2910,A-2,D,Combustion,2012-04-23,2012-04-23,,En fonctionnement,2910,A-2,D,3.300,MW
2860,12929,0055.03306,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2014-04-22,2013-11-22,,En fonctionnement,2517,3,D,6000.000,m2
2866,12946,0529.02103,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2014-02-25,,,En fonctionnement,3660,a,A,68625.000,u
2868,12956,0100.13386,3660,a,A,avec plus de 40 000 emplacements pour les volailles,1995-01-30,,1995-01-30,En fonctionnement,3660,a,A,65000.000,u
2876,12969,0529.02103,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2014-02-25,,,En fonctionnement,2101,2-c,D,94.000,u
2877,12970,0055.20226,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2015-12-01,,,En fonctionnement,2111,1,A,37333.000,u
2900,13069,0055.02730,2515,1,NC,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-01-18,2013-01-18,2013-01-18,En fonctionnement,2515,1,NC,850.000,kW
2901,13070,0055.02730,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2013-01-18,2013-01-18,2013-01-18,En fonctionnement,2517,1,E,75000.000,m2
2904,13077,0055.02730,2720,2,A,"Déchets de l'extraction, ,,, de ressources minérales (stockage)",2013-01-18,2013-01-18,2013-01-18,En fonctionnement,2720,2,A,6500.000,
2910,13099,0556.03490,2780,2-a,A,Installations de traitement aérobie de déchets non dangereux,2012-07-02,,,En fonctionnement,2780,2-a,A,49.000,t/j
2911,13124,0522.00201,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1038.000,u éq.
2912,13129,0100.00515,2575,,D,Emploi de matières abrasives,1999-03-16,1999-03-16,,En fonctionnement,2575,#,D,45.000,kW
2925,13170,0529.01186,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2015-04-08,,,En fonctionnement,2101,2-d,D,65.000,u
2933,13206,0522.02948,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,792.000,u éq.
2944,13249,0100.01767,2910,A-1,E,Combustion,2007-07-26,1997-10-18,,En fonctionnement,2910,A-1,A,46.510,MW
2948,13261,0522.04775,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2541.000,u éq.
2962,13336,0055.15628,2791,1,A,Déchets non dangereux (traitement),2015-12-17,,,En fonctionnement,2791,1,A,200.000,t/j
2966,13358,0100.13601,2781,2-a,A,Installations de méthanisation de déchets non dangereux,2018-02-02,,2010-06-16,En fonctionnement,2781,2,A,25.000,
2967,13361,0100.13601,2781,1-b,E,Installations de méthanisation de déchets non dangereux,2018-02-02,,,En fonctionnement,2781,1-b,E,59.600,t/j
2969,13364,0100.13601,2910,B-2,A,Combustion,2018-02-02,,,En fonctionnement,2910,B-2,NC,1301.000,
2970,13366,0100.13601,4310,2,D,Gaz inflammables catégorie 1 et 2,2018-02-02,,,En fonctionnement,4310,2,D,3.700,t
2971,13368,0100.13601,2171,#,D,"Dépôts de fumiers, engrais et supports de culture",2018-02-02,,2010-06-16,En fonctionnement,2171,#,D,201.000,m3
2976,13392,0556.02158,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-21,,,En fonctionnement,3660,a,A,121893.000,u
2996,13493,0529.00015,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-21,,,En fonctionnement,3660,a,A,84000.000,u
3008,13524,0100.00740,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2014-01-15,2014-01-15,,En fonctionnement,2921,a,E,13264.000,kW
3021,13566,0055.20082,2210,2,D,Abattoirs fixes de capacité comprise entre 500 kg/j et 5 t/j,2016-01-12,,2016-01-12,En fonctionnement,2210,2,D,4800.000,kg/j
3030,13634,0055.12603,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2000-01-01,1984-06-19,2000-01-01,En fonctionnement,1530,3,D,1300.000,m3
3051,13728,0100.01767,1530,,NC,"Dépôts de papiers, cartons ou analogues",2007-07-26,2007-07-26,,En fonctionnement,1530,#,NC,980.000,m3
3056,13738,0055.17437,2795,2,D,"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux",2012-04-26,2012-10-01,2012-04-26,En fonctionnement,2795,2,D,19.000,M3/J
3057,13742,0055.12504,1532,2-b,D,Stockage bois déclaré,2007-08-10,2007-08-10,,En fonctionnement,1532,2,D,1500.000,m3
